query_name	contig.id	bp.id	ref_name.Sa	is_primary.Sa	is_forward.Sa	left_gpos.Sa	right_gpos.Sa	left_rpos.Sa	right_rpos.Sa	ref_name.Sb	is_primary.Sb	is_forward.Sb	left_gpos.Sb	right_gpos.Sb	left_rpos.Sb	right_rpos.Sb
494b39e504c5bddb8c8404844c090f96	37	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	465	3513	3978	14	TRUE	TRUE	462	1385	68683565	68684488
4cf0cc1effa60de479675789e0afbdd6	38	1	14	TRUE	TRUE	0	64	68741630	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	63	117	3433	3487
4d87df6187e941f67a21ff276c6b9c86	39	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	1095	2883	3978	14	FALSE	TRUE	1092	2015	68683565	68684488
4feb096d365685a85f6385592877ed84	40	1	14	FALSE	TRUE	0	326	68741368	68741694	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	325	1134	3433	4243
51326eb07afa980ecc742df6b74ef769	41	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	279	3699	3978	14	TRUE	TRUE	276	729	68683565	68684018
52abc7ba5d75ccb81e82c1a139a86d40	42	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	341	3637	3978	14	TRUE	TRUE	338	796	68683565	68684023
53da9e9042e664e7eab1a9f6a7cd4273	45	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	625	291	916	14	FALSE	TRUE	682	932	68699685	68699935
5c422fae6f582d3c896b3f8bf77de2c6	46	1	14	FALSE	TRUE	0	65	68741629	68741694	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	64	607	3433	3976
5d3c345463f9a2ba37f0ae28fa6b6ee2	47	1	14	TRUE	TRUE	0	667	68741027	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	666	1209	3433	3976
5dd04265b59babb4da7c6827b20de278	48	1	14	TRUE	TRUE	0	326	68741368	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	325	524	3433	3632
5dd8ccb247ff7cc8bbc5186a571e9796	49	1	14	FALSE	TRUE	0	326	68741368	68741694	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	325	870	3433	3978
5dd8ccb247ff7cc8bbc5186a571e9796	49	2	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	325	870	3433	3978	14	FALSE	TRUE	867	1325	68683565	68684023
61b30fba64c8befde4c0e5e73e965166	51	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	775	3203	3978	14	FALSE	TRUE	772	1230	68683565	68684023
61d4f4f18b92ddeff5e2840f0ec0833f	52	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	292	3686	3978	14	TRUE	TRUE	289	747	68683565	68684023
6541b0e9f9590c36b681718e9a9bb4a7	53	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	424	492	916	14	TRUE	TRUE	481	1019	68699685	68700223
673a150d1f1353d7b22f8ad7f19ab857	54	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	761	155	916	14	FALSE	TRUE	818	929	68699685	68699796
67af67762fcb2a9595517f3cb8e6ee9f	55	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	501	3477	3978	14	TRUE	TRUE	498	1421	68683565	68684488
6f3ef4d7df9e1960fbc58846e7682da6	57	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	468	3510	3978	14	FALSE	TRUE	465	923	68683565	68684023
6f45df413877cafdb1126ddfdc56191f	58	1	14	TRUE	TRUE	0	280	68741414	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	279	371	3433	3525
70726e793eff144cc0c5a64c22fcda54	59	1	14	TRUE	TRUE	0	280	68741414	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	279	330	3433	3484
722853b18117e6b85251a241e9afc323	61	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	654	262	916	14	FALSE	TRUE	711	827	68699685	68699801
733bff1d44b04bdeab444d24e1d6141c	62	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	78	3900	3978	14	TRUE	TRUE	75	528	68683565	68684018
7cc69528d5bba5cfd36878fb3eac99bf	63	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	504	3474	3978	14	FALSE	TRUE	501	959	68683565	68684023
7e0d59cd7d5a6bc9a873cbf9264676a5	64	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	545	3433	3978	14	TRUE	TRUE	542	1465	68683565	68684488
7e13cf8e945ccecd19bfb3c124fbfb34	65	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	497	3481	3978	14	FALSE	TRUE	494	952	68683565	68684023
815e765ee425c70e9edfa3af5f25084f	66	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	282	3696	3978	14	TRUE	TRUE	279	737	68683565	68684023
82aace3de3f97d8094889f7d9a84dfd5	67	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	279	3699	3978	14	TRUE	TRUE	276	1199	68683565	68684488
8428333e97a8f19ecd08814ee2a88466	68	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	446	3532	3978	14	TRUE	TRUE	443	901	68683565	68684023
87a893dff857c9971fdd7e2c32f0dd9d	69	1	14	FALSE	TRUE	0	326	68741368	68741694	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	325	710	3433	3818
88c0072f42f6ea6a15189eaabb860592	70	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	346	3632	3978	14	TRUE	TRUE	343	801	68683565	68684023
8b1b354f2e4c8ee71475713d4f485eca	71	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	433	3545	3978	14	TRUE	TRUE	430	888	68683565	68684023
8efe955cd06466db0ce118ebeaccf49c	72	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	515	3463	3978	14	TRUE	TRUE	512	1435	68683565	68684488
8fad66ef20ae8815a45b80a8f939a456	73	1	14	TRUE	TRUE	0	326	68741368	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	325	622	3433	3730
915aaa181608d49a481ef317dfa79cd0	74	1	14	FALSE	TRUE	0	65	68741629	68741694	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	64	626	3433	3995
91a0560b90ffb90ea09006cf96757858	75	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	625	291	916	14	FALSE	TRUE	682	1054	68699685	68700057
9556fe4e6d9028d856b821ba5035b0c9	76	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	574	3404	3978	14	TRUE	TRUE	571	1494	68683565	68684488
975b7698e3fab00938d4fe2c54df6659	77	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	625	291	916	14	FALSE	TRUE	682	817	68699685	68699820
977714790eb8e7d31e97583afd2398b3	78	1	14	TRUE	TRUE	0	64	68741630	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	63	117	3433	3487
99ba39ec00fb7e153c3d786cd96e5fbc	79	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	269	3709	3978	14	TRUE	TRUE	266	1189	68683565	68684488
9a6d5f6b9489f8371db4366dd98ed805	80	1	14	TRUE	TRUE	0	326	68741368	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	325	551	3433	3659
9ba716e7b4c349469d8b9e0fd96b6849	81	1	14	FALSE	TRUE	0	322	68741372	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	321	866	3433	3978
9ba716e7b4c349469d8b9e0fd96b6849	81	2	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	321	866	3433	3978	14	TRUE	TRUE	863	1786	68683565	68684488
9d683c1793300f41e0862ed1a46102fb	82	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	271	3707	3978	14	TRUE	TRUE	268	726	68683565	68684023
a0697388ed0f8f0961357b247352227b	83	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	418	3560	3978	14	TRUE	TRUE	415	873	68683565	68684023
a08f215942de41511a88e2d4a59882b0	84	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	625	291	916	14	TRUE	TRUE	682	1660	68699685	68700663
a233452b276f470871ac3d3b21520b93	86	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	425	3553	3978	14	TRUE	TRUE	422	1345	68683565	68684488
a2e4a28a5491ea966d502259c3d16b8f	87	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	412	3566	3978	14	TRUE	TRUE	409	1332	68683565	68684488
a2f571c556c985d832267fbf1905b376	88	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	761	155	916	14	TRUE	TRUE	818	1772	68699685	68700639
a3d31836e2f938d81fd0351848890cbf	89	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	483	3495	3978	14	FALSE	TRUE	480	938	68683565	68684023
a469ba4694e8b325408126c44469d6e2	90	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	503	3475	3978	14	FALSE	TRUE	500	958	68683565	68684023
a7beab36efadedb799153a966c1d2d26	92	1	14	FALSE	TRUE	0	103	68741591	68741694	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	102	1365	3433	4697
a97e709f03ef0bdb264ddd783fe3e16a	93	1	14	TRUE	TRUE	0	326	68741368	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	325	386	3433	3494
aac40320e98d447672b12a354c1920f8	94	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	269	3709	3978	14	TRUE	TRUE	266	1189	68683565	68684488
ada25a69f144da436598c2469ba1cbb6	95	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	254	3724	3978	14	TRUE	TRUE	251	1174	68683565	68684488
ae1e46f04b905c2a37054981ae368a4a	97	1	14	TRUE	TRUE	0	280	68741414	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	279	335	3433	3489
af52b95d53aa82ebba827a6bcbae1d38	98	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	78	3900	3978	14	TRUE	TRUE	75	533	68683565	68684023
b11a587a020b5e47ad04517a11d49179	99	1	14	TRUE	TRUE	0	1107	68740587	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	1106	1668	3433	3995
b136fc8985d20e3ce5c6487aebb1a157	100	1	14	TRUE	TRUE	0	1105	68740589	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	1104	2055	3433	4385
b53d408ecae5eebe7ac8fb763100d010	101	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	59	3919	3978	14	TRUE	TRUE	56	514	68683565	68684023
b5f5069b71677b51065ea80728ebba1f	102	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	333	3645	3978	14	TRUE	TRUE	330	1253	68683565	68684488
b8c3823f19dbeaa08f33306496290ca4	103	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	625	291	916	14	FALSE	TRUE	682	1299	68699685	68700302
b9001427e21d4ada231f81c507d242f1	104	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	62	3916	3978	14	TRUE	TRUE	59	512	68683565	68684018
bbb1e8b61d9e73909191eba6d22ab05f	105	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	53	3925	3978	14	TRUE	TRUE	50	973	68683565	68684488
bbd04cdbe2c48fdb6fe662dff264742e	106	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	625	291	916	14	FALSE	TRUE	682	1307	68699685	68700310
bbf9b9beb27f570bc441f7203e704f69	107	1	14	FALSE	TRUE	0	103	68741591	68741694	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	102	647	3433	3978
bbf9b9beb27f570bc441f7203e704f69	107	2	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	102	647	3433	3978	14	FALSE	TRUE	644	1097	68683565	68684018
bca99ee5dffb0ba41b4dc68f26334e9f	108	1	14	FALSE	TRUE	0	64	68741630	68741694	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	63	137	3433	3507
bcf03cc17d955ea82ec1dbbacf1e44f3	109	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	654	262	916	14	FALSE	TRUE	711	1312	68699685	68700286
bebdb18c7306b4eca809204b1be72b6a	110	1	14	FALSE	TRUE	0	64	68741630	68741694	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	63	137	3433	3507
c461d9240898cac6ab42c961c83eb107	111	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	545	3433	3978	14	FALSE	TRUE	542	1000	68683565	68684023
c87d17210a7470f8ebda8ed54955eb0e	112	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	54	3924	3978	14	TRUE	TRUE	51	509	68683565	68684023
c9ac94586ccbc2c8a774ff9b57d49475	113	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	474	3504	3978	14	FALSE	TRUE	471	929	68683565	68684023
ca75ccd802514436473cc3d074563b55	114	1	14	TRUE	TRUE	0	64	68741630	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	63	103	3433	3473
d124db11454f6f09c3eda12931d48ea7	115	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	54	3924	3978	14	TRUE	TRUE	51	974	68683565	68684488
d1edaccc0b9042a6ecc9469427690a47	116	1	14	TRUE	TRUE	0	280	68741414	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	279	393	3433	3547
d35bc0e8e60c02245333129d006877f6	117	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	384	532	916	14	TRUE	TRUE	441	979	68699685	68700223
d3df2f72c713db4799d4d223cabe1406	118	1	14	FALSE	TRUE	0	281	68741413	68741694	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	280	868	3433	4021
d4e283d32ca3def19af549d69cc615dc	119	1	14	FALSE	TRUE	0	64	68741630	68741694	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	63	608	3433	3978
d4e283d32ca3def19af549d69cc615dc	119	2	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	63	608	3433	3978	14	FALSE	TRUE	605	851	68683565	68683811
d5e39e3b7a2fe0b896289057696f6e32	120	1	14	TRUE	TRUE	0	768	68740926	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	767	1329	3433	3995
d827ce3e49fc963533664a9b4a399423	121	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	425	3553	3978	14	TRUE	TRUE	422	880	68683565	68684023
d958ad1377f081506ffb9a731b18a6af	122	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	606	3372	3978	14	FALSE	TRUE	603	1061	68683565	68684023
e0fa1c334df3352963102a706a1cee87	123	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	625	291	916	14	FALSE	TRUE	682	1109	68699685	68700112
e1717ae1f67f691081d76a76427181f8	124	1	14	FALSE	TRUE	0	372	68741322	68741694	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	371	933	3433	3995
e18e45d0825104e4f5b481519031f062	125	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	496	3482	3978	14	TRUE	TRUE	493	1416	68683565	68684488
e2e40e694ade307e75fc64c0a51ca246	126	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	522	3456	3978	14	FALSE	TRUE	519	977	68683565	68684023
e83bba8d669d5df4c80353efc2f93452	127	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	62	3916	3978	14	TRUE	TRUE	59	982	68683565	68684488
e8a59daa4836194fea4b56248da03c6c	128	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	658	3320	3978	14	TRUE	TRUE	655	1578	68683565	68684488
e8ac513a9670d096a986631681aa1629	129	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	421	3557	3978	14	TRUE	TRUE	418	876	68683565	68684023
ec8c34cfbc0f24282782a4f58b50db62	130	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	625	291	916	14	FALSE	TRUE	682	1142	68699685	68700145
ee4ed514df3bc33eb3543364b702ab88	131	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	53	3925	3978	14	TRUE	TRUE	50	973	68683565	68684488
ef18560ae2da35e175add73827db6d89	132	1	14	TRUE	TRUE	0	326	68741368	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	325	439	3433	3547
ef2860137068fdd00ae5987f765506a7	133	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	609	3369	3978	14	FALSE	TRUE	606	1064	68683565	68684023
efaf0f27bb128a8f8295d58ea00aabb4	134	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	53	3925	3978	14	TRUE	TRUE	50	503	68683565	68684018
f59653907e71129cb23ae771088dee70	136	1	14	TRUE	TRUE	0	326	68741368	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	325	572	3433	3680
f6c448efe961dbf4dc07be16f8c73185	137	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	575	3403	3978	14	FALSE	TRUE	572	1030	68683565	68684023
f71cd0800bed43e119f38197b4826e65	138	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	488	3490	3978	14	TRUE	TRUE	485	1408	68683565	68684488
f9086929b54538d74a70c9d4bc7aaaf7	140	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	446	3532	3978	14	TRUE	TRUE	443	1366	68683565	68684488
f9d1555d01dfd4db8c7a00580ad6bad3	141	1	14	FALSE	TRUE	0	86	68741608	68741694	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	85	673	3433	4021
f9dae0123ded5780f7b5ecdcecd1420d	142	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	279	3699	3978	14	TRUE	TRUE	276	1199	68683565	68684488
faa2a68885c10c6e10c31bc060d9b579	143	1	14	TRUE	TRUE	0	326	68741368	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	325	376	3433	3484
fabe724b5fd1ab62993e5126c034a71a	144	1	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	0	56	3922	3978	14	TRUE	TRUE	53	511	68683565	68684023
fbc07756df62da4acd6a98a991da6224	145	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	761	155	916	14	FALSE	TRUE	818	1050	68699685	68699917
fcee5b52c4adef7224ae335b7dfe992f	146	1	14	TRUE	TRUE	0	326	68741368	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	325	381	3433	3489
fd846a8084830f357bafa8cc82fc85fe	147	1	14	TRUE	TRUE	0	326	68741368	68741694	gi|310698439|ref|NC_001526.2|	FALSE	TRUE	325	476	3433	3584
fed9373ff1e711e3ca171cb8f17254f4	148	1	gi|310698439|ref|NC_001526.2|	TRUE	TRUE	0	465	3513	3978	14	FALSE	TRUE	462	920	68683565	68684023
