chr13	62993663	chr3	164903533
chr13	62995472	chrX	10355433
chr13	62996455	chr17	14258244
chr13	62997768	chr2	138485721
chr13	62997937	chr14	91143291
chr13	62999817	chr4	87432769
chr13	63000710	chr5	160185792
chr13	63001435	chrX	37426393
chr13	63002538	chr3	115850064
chr13	63003128	chr6	73590894
chr13	63003641	chr19	20848514
chr13	63004448	chr7	156423695
chr13	63006504	chr8	27840946
chr13	63007024	chr8	129017914
chr13	63008711	chr4	121092804
chr13	63009874	chr4	121665598
chr13	63011215	chr6	98293800
chr13	63012002	chr3	187653744
chr13	63013501	chr5	128054462
chr13	63016167	chr2	43435778
chr13	63017173	chr8	17562181
chr13	63017879	chr15	54926033
chr13	63018202	chr18	1205523
chr13	63020106	chr4	105630528
chr13	63021828	chr18	54728876
chr13	63025297	chr20	15288776
chr13	63026546	chr9	7333497
chr13	63027331	chr4	116499626
chr13	63027434	chr17	18499186
chr13	63027491	chr7	121951971
chr13	63027560	chr18	22769914
chr13	63027605	chr7	40250827
chr13	63027729	chr2	138202509
chr13	63027738	chr5	99249905
chr13	63027831	chr21	26058980
chr13	63027853	chr2	164533217
chr13	63027930	chr18	22769914
chr13	63028239	chr14	88423670
chr13	63028245	chr2	47017196
chr13	63028262	chr3	140773539
chr13	63028335	chr16	25294835
chr13	63028376	chr20	14579120
chr13	63028377	chr18	22769914
chr13	63028382	chr9	36256229
chr13	63028478	chr2	89840540
chr13	63028479	chrY	10988177
chr13	63028482	chr17	22158449
chr13	63028483	chr17	22158528
chr13	63028484	chr17	22158513
chr13	63028484	chrY	10792579
chr13	63028484	chrY	10988177
chr13	63028485	chr17	22158471
chr13	63028486	chr2	109199455
chr13	63028487	chr2	89840526
chr13	63028488	chr17	22158425
chr13	63028490	chr2	89840526
chr13	63028491	chr17	22158460
chr13	63028493	chr22	16353271
chr13	63028494	chrY	10988177
chr13	63028495	chrY	10844861
chr13	63028498	chr17	22158425
chr13	63028501	chr17	22158429
chr13	63028501	chrY	10946528
chr13	63028501	chrY	10988177
chr13	63028503	chrY	10832560
chr13	63028504	chr17	22158409
chr13	63028504	chrY	10988177
chr13	63028505	chr17	22158483
chr13	63028506	chr2	89840526
chr13	63028511	chr17	22158425
chr13	63028511	chrY	10844857
chr13	63028512	chr17	22158428
chr13	63028512	chr21	10734948
chr13	63028514	chr17	22158407
chr13	63028515	chrY	10988177
chr13	63028516	chr17	22158425
chr13	63028516	chrY	10988177
chr13	63028517	chrY	10832560
chr13	63028518	chr17	22158466
chr13	63028519	chr17	22157825
chr13	63028519	chrY	10988177
chr13	63028520	chr17	22158457
chr13	63028525	chrY	10965555
chr13	63028526	chr17	22158460
chr13	63028528	chrY	10965555
chr13	63028529	chr17	22158510
chr13	63028530	chr16	34071802
chr13	63028530	chrY	10988177
chr13	63028532	chr17	22158425
chr13	63028536	chrY	10988177
chr13	63028537	chrY	10988177
chr13	63028538	chrY	10832560
chr13	63028540	chrY	10988177
chr13	63028543	chr2	109199455
chr13	63028546	chrY	10946527
chr13	63028566	chr2	152054316
chr13	63028647	chr3	49456863
chr13	63028776	chr17	82699612
chr13	63029134	chr6	36500759
chr13	63029298	chr17	22157828
chr13	63029301	chr17	22157486
chr13	63029303	chr17	22157352
chr13	63029303	chr17	22158472
chr13	63029306	chr17	22158498
chr13	63029306	chr17	22158527
chr13	63029307	chr17	22158450
chr13	63029308	chr17	22158448
chr13	63029309	chr17	22158476
chr13	63029310	chr17	22157519
chr13	63029315	chr17	22157133
chr13	63029315	chr17	22158486
chr13	63029317	chr17	22158451
chr13	63029317	chr17	22158490
chr13	63029318	chr17	22157454
chr13	63029319	chr17	22158431
chr13	63029323	chr17	22157832
chr13	63029324	chr17	22157312
chr13	63029324	chr17	22157436
chr13	63029324	chr17	22158425
chr13	63029324	chr17	22158425
chr13	63029327	chr17	22157829
chr13	63029330	chr17	22157465
chr13	63029330	chr17	22158475
chr13	63029331	chr17	22158512
chr13	63029332	chr17	22157471
chr13	63029332	chr17	22158519
chr13	63029333	chr17	22157884
chr13	63029354	chr17	22157076
chr13	63029357	chrM	199
chr13	63029590	chr17	22158403
chr13	63029592	chr17	22157379
chr13	63029592	chr17	22157491
chr13	63029594	chr17	22157353
chr13	63029595	chr17	22157460
chr13	63029596	chr17	22157354
chr13	63029599	chr17	22157500
chr13	63029601	chr17	22157330
chr13	63029601	chr17	22157493
chr13	63029602	chr17	22157338
chr13	63029602	chr17	22157408
chr13	63029603	chr17	22157317
chr13	63029603	chr17	22157345
chr13	63029605	chr17	22158527
chr13	63029607	chr17	22158425
chr13	63029607	chr17	22158425
chr13	63029612	chr17	22157094
chr13	63029613	chr17	22157372
chr13	63029613	chr17	22158405
chr13	63029614	chr17	22157331
chr13	63029621	chr15	49102919
chr13	63029624	chr17	22157341
chr13	63029625	chr17	22157329
chr13	63029628	chr17	22157375
chr13	63029630	chr17	22157482
chr13	63029632	chr17	22157423
chr13	63029634	chr17	22157881
chr13	63029635	chr17	22157881
chr13	63029638	chr17	22157834
chr13	63029642	chr17	22158425
chr13	63029644	chr17	22157089
chr13	63029645	chr17	22157840
chr13	63030997	chr4	101116256
chr13	63031398	chr20	52172196
chr13	63032918	chr21	6535520
chr13	63033657	chr8	42328246
chr13	63033863	chr15	91142157
chr13	63034879	chr2	145037931
chr13	63035655	chr22	46165928
chr13	63035689	chr17	22151767
chr13	63035729	chr17	22150556
chr13	63035732	chr17	22150782
chr13	63035732	chr17	22151740
chr13	63035732	chr17	22151843
chr13	63035737	chr17	22150740
chr13	63035737	chr17	22150783
chr13	63035738	chr17	22151844
chr13	63035739	chr17	22150751
chr13	63035739	chr17	22151731
chr13	63035739	chr17	22151747
chr13	63035744	chr17	22150881
chr13	63035745	chr17	22150808
chr13	63035746	chr17	22150788
chr13	63035746	chr17	22151667
chr13	63035746	chr17	22151726
chr13	63035746	chr17	22152009
chr13	63035747	chr17	22151745
chr13	63035749	chr17	22151704
chr13	63035750	chr17	22150552
chr13	63035750	chr17	22151713
chr13	63035750	chr17	22151998
chr13	63035751	chr17	22151761
chr13	63035752	chr17	22151694
chr13	63035754	chr17	22151727
chr13	63035754	chr17	22151731
chr13	63035754	chr17	22151856
chr13	63035755	chr17	22150749
chr13	63035755	chr17	22150767
chr13	63035755	chr17	22151709
chr13	63035756	chr17	22151755
chr13	63035757	chr17	22150752
chr13	63035757	chr17	22151751
chr13	63035759	chr17	22150736
chr13	63035759	chr17	22150941
chr13	63035761	chr17	22151702
chr13	63035765	chr17	22150741
chr13	63035766	chr7	40908789
chr13	63035768	chr17	22151709
chr13	63035774	chr17	22151843
chr13	63035774	chr17	22152068
chr13	63035775	chr17	22151844
chr13	63035776	chr17	22152027
chr13	63035779	chr17	22151740
chr13	63035781	chr17	22150781
chr13	63035783	chr17	22150753
chr13	63035783	chr17	22151777
chr13	63035784	chr17	22150746
chr13	63035785	chr17	22150738
chr13	63035786	chr17	22151706
chr13	63035787	chr17	22152015
chr13	63035800	chr17	22151762
chr13	63035801	chr17	22151846
chr13	63035802	chr17	22150752
chr13	63036185	chr17	22150891
chr13	63036190	chr17	22151731
chr13	63036191	chr17	22151735
chr13	63036194	chr17	22150107
chr13	63036194	chr17	22150905
chr13	63036195	chr17	22150120
chr13	63036202	chr17	22150113
chr13	63036209	chr17	22150106
chr13	63036210	chr17	22150111
chr13	63036216	chr17	22151496
chr13	63036219	chr17	22150964
chr13	63036222	chr17	22150961
chr13	63036223	chr17	22150120
chr13	63036226	chr17	22150909
chr13	63036229	chr17	22150907
chr13	63036229	chr17	22150909
chr13	63036233	chr17	22150112
chr13	63036235	chr17	22150746
chr13	63036236	chr17	22150957
chr13	63036237	chr17	22150754
chr13	63036240	chr17	22150949
chr13	63036244	chr17	22150913
chr13	63036247	chr17	22150114
chr13	63036527	chr9	43645895
chr13	63036653	chr4	97535550
chr13	63037208	chr17	22148956
chr13	63037208	chr17	22149984
chr13	63037209	chr17	22149957
chr13	63037961	chr17	22148281
chr13	63037980	chr17	22147987
chr13	63037980	chr17	22148795
chr13	63037985	chr17	22148259
chr13	63037990	chr17	22148725
chr13	63037994	chr17	22148959
chr13	63038319	chr17	22148143
chr13	63038319	chr17	22148917
chr13	63038319	chr17	22148956
chr13	63038319	chr17	22149033
chr13	63038319	chr17	22149074
chr13	63038643	chr19	14086231
chr13	63038720	chr17	22148755
chr13	63038724	chr17	12502026
chr13	63038738	chr17	22148725
chr13	63038741	chr17	22147599
chr13	63038753	chr17	22147609
chr13	63038759	chr17	22148274
chr13	63038769	chr17	22147926
chr13	63038791	chrEBV	114596
chr13	63039285	chr17	22147077
chr13	63039285	chr17	22147933
chr13	63039286	chr17	22147949
chr13	63039287	chr17	22147049
chr13	63039288	chr17	22147125
chr13	63039288	chr17	22147139
chr13	63039289	chr17	22147124
chr13	63039289	chr17	22147168
chr13	63039300	chr17	22146985
chr13	63039300	chr17	22147032
chr13	63039300	chr17	22147070
chr13	63039300	chr17	22147109
chr13	63039300	chr17	22147112
chr13	63039300	chr17	22147124
chr13	63039300	chr17	22147165
chr13	63039300	chr17	22147173
chr13	63039301	chr17	22147108
chr13	63039302	chr17	22146384
chr13	63039302	chr17	22147016
chr13	63039304	chr17	22147071
chr13	63039304	chr17	22147921
chr13	63039306	chr17	22146997
chr13	63039306	chr17	22147100
chr13	63039306	chr17	22147120
chr13	63039307	chr17	22147079
chr13	63039312	chr17	22147011
chr13	63039312	chr17	22147141
chr13	63039312	chr17	22147943
chr13	63039313	chr17	22147954
chr13	63039317	chr17	22147140
chr13	63039320	chr17	22147047
chr13	63039320	chr17	22147958
chr13	63039321	chr17	22147071
chr13	63039321	chr17	22147962
chr13	63039323	chr17	22147012
chr13	63039325	chr17	22147117
chr13	63039325	chr17	22147960
chr13	63039326	chr17	22147074
chr13	63039326	chr17	22147152
chr13	63039328	chr17	22147150
chr13	63039328	chr17	22147958
chr13	63039330	chr17	22146989
chr13	63039331	chr17	22147000
chr13	63039332	chr17	22147010
chr13	63039332	chr17	22148258
chr13	63039333	chr17	22146660
chr13	63039333	chr17	22147955
chr13	63039334	chr17	22147071
chr13	63039338	chr17	22147948
chr13	63039339	chr17	22147055
chr13	63039340	chr17	22146778
chr13	63039340	chr17	22147091
chr13	63039340	chr17	22147145
chr13	63039340	chr17	22147940
chr13	63039342	chr17	22147941
chr13	63039343	chr17	22148255
chr13	63039345	chr17	22147083
chr13	63039345	chr17	22147158
chr13	63039346	chr17	22147940
chr13	63039359	chr17	22147916
chr13	63039360	chr17	22147942
chr13	63039362	chr17	22146730
chr13	63039363	chr17	22147946
chr13	63039364	chr17	22147004
chr13	63039367	chr17	22147950
chr13	63039368	chr17	22146987
chr13	63039368	chr17	22146993
chr13	63039368	chr17	22147010
chr13	63039368	chr17	22147046
chr13	63039368	chr17	22147131
chr13	63039369	chr17	22147064
chr13	63039370	chr17	22147964
chr13	63039371	chr17	22147945
chr13	63039372	chr17	22147097
chr13	63039373	chr17	22147088
chr13	63039374	chr17	22146745
chr13	63039374	chr17	22147941
chr13	63039376	chr17	22147007
chr13	63039376	chr17	22147121
chr13	63039376	chr17	22147919
chr13	63039378	chr17	22146712
chr13	63039378	chr17	22147085
chr13	63039378	chr17	22147180
chr13	63039379	chr17	22147129
chr13	63039380	chr17	22146998
chr13	63039382	chr17	22147042
chr13	63039385	chr17	22147161
chr13	63039385	chr17	22147635
chr13	63039385	chr17	22147948
chr13	63039386	chr17	22146757
chr13	63041232	chr17	22145138
chr13	63041233	chr17	22145176
chr13	63042550	chr17	22144809
chr13	63042550	chr17	22144814
chr13	63042550	chr17	22144834
chr13	63042550	chr17	22144837
chr13	63042550	chr17	22144859
chr13	63042550	chr17	22144862
chr13	63042550	chr17	22144867
chr13	63042550	chr17	22144891
chr13	63042550	chr17	22144896
chr13	63042550	chr17	22144902
chr13	63042550	chr17	22144906
chr13	63042550	chr17	22145145
chr13	63042551	chr17	22144740
chr13	63042552	chr17	22144775
chr13	63042552	chr17	22144867
chr13	63042554	chr17	22144758
chr13	63042555	chr17	22144779
chr13	63042559	chr17	22143845
chr13	63042559	chr17	22144812
chr13	63042560	chr17	22144781
chr13	63042564	chr17	22144796
chr13	63042565	chr17	22143437
chr13	63042565	chr17	22144786
chr13	63042566	chr17	22144754
chr13	63042567	chr17	22144744
chr13	63042567	chr17	22144770
chr13	63042568	chr17	22144764
chr13	63042569	chr17	22144899
chr13	63042573	chr17	22144450
chr13	63042575	chr17	22144768
chr13	63042576	chr17	22143853
chr13	63042579	chr17	22144786
chr13	63042581	chr17	22143856
chr13	63042581	chr17	22144807
chr13	63042583	chr17	22144852
chr13	63042586	chr17	22144767
chr13	63042586	chr17	22144921
chr13	63042587	chr17	22143844
chr13	63042588	chr17	22144855
chr13	63042589	chr17	22144741
chr13	63042589	chr17	22144805
chr13	63042589	chr17	22144856
chr13	63042591	chr17	22145410
chr13	63042592	chr17	22144865
chr13	63042594	chr17	22144836
chr13	63042601	chr17	22144456
chr13	63042786	chr17	22143847
chr13	63042787	chr17	22144531
chr13	63042787	chr17	22144761
chr13	63042791	chr17	22144552
chr13	63042801	chr17	22144531
chr13	63042803	chr17	22144460
chr13	63042803	chr17	22144494
chr13	63042806	chr17	22144551
chr13	63042807	chr17	22144465
chr13	63042808	chr17	22144565
chr13	63042810	chr17	22144457
chr13	63042811	chr17	22144533
chr13	63042812	chr17	22144529
chr13	63042813	chr17	22144457
chr13	63042816	chr17	22144783
chr13	63042820	chr17	22144871
chr13	63042821	chr17	22144560
chr13	63042823	chr17	22144481
chr13	63042825	chr17	22144531
chr13	63042825	chr17	22144533
chr13	63042825	chr17	22144539
chr13	63042826	chr17	22144491
chr13	63042826	chr17	22144762
chr13	63042828	chr17	22144459
chr13	63042832	chr17	22144761
chr13	63042833	chr17	22143345
chr13	63042834	chr17	22143812
chr13	63042834	chr17	22144535
chr13	63042834	chr17	22144862
chr13	63042837	chr17	22143406
chr13	63042840	chr17	22143438
chr13	63042840	chr17	22144559
chr13	63042841	chr17	22144447
chr13	63042841	chr17	22144747
chr13	63042844	chr17	22144548
chr13	63042845	chr17	22144441
chr13	63042845	chr17	22144443
chr13	63042846	chr17	22144531
chr13	63042847	chr17	22144531
chr13	63042847	chr17	22144745
chr13	63042850	chr17	22144505
chr13	63042851	chr17	22144531
chr13	63042853	chr17	22143540
chr13	63042854	chr17	22143844
chr13	63042856	chr17	22144473
chr13	63042856	chr17	22144770
chr13	63042859	chr17	22144484
chr13	63042859	chr17	22144563
chr13	63042860	chr17	22143422
chr13	63042860	chr17	22144474
chr13	63042861	chr17	22143864
chr13	63042861	chr17	22144533
chr13	63042862	chr17	22144450
chr13	63042864	chr17	22143479
chr13	63042865	chr17	22144551
chr13	63042867	chr17	22144450
chr13	63042868	chr17	22144460
chr13	63042870	chr17	22144488
chr13	63042871	chr17	22144531
chr13	63042873	chr17	22144740
chr13	63042997	chr17	22143385
chr13	63043000	chr17	22143033
chr13	63043001	chr17	22144457
chr13	63043003	chr17	22144531
chr13	63043005	chr17	22144447
chr13	63043014	chr17	22144566
chr13	63043019	chr17	22143844
chr13	63043021	chr17	22143422
chr13	63043021	chr17	22144854
chr13	63043025	chr17	22143484
chr13	63043026	chr17	22144484
chr13	63043027	chr17	22143368
chr13	63043027	chr17	22144484
chr13	63043028	chr17	22143416
chr13	63043028	chr17	22143416
chr13	63043029	chr17	22143407
chr13	63043034	chr17	22144473
chr13	63043035	chr17	22143358
chr13	63043227	chr17	22142990
chr13	63043239	chr17	22144476
chr13	63043240	chr17	22143389
chr13	63043240	chr17	22143421
chr13	63043244	chr17	22143437
chr13	63043256	chr17	22143402
chr13	63043258	chr17	22143362
chr13	63043264	chr17	22142937
chr13	63043265	chr17	22143815
chr13	63043275	chr17	22144482
chr13	63043276	chr17	22142959
chr13	63043276	chr17	22143819
chr13	63043284	chr17	22143433
chr13	63043286	chr17	22143378
chr13	63043286	chr17	22143844
chr13	63043288	chr17	22142971
chr13	63043290	chr17	22143411
chr13	63043295	chr17	22143360
chr13	63043299	chr17	22143373
chr13	63043299	chr17	22143407
chr13	63043303	chr17	22144490
chr13	63044203	chr16	82891578
chr13	63048363	chr18	49091083
chr13	63049720	chr5	25155575
chr13	63049809	chr20	535032
chr13	63050106	chr7	73783443
chr13	63050892	chr17	22135640
chr13	63050892	chr17	22136492
chr13	63050892	chr17	22136526
chr13	63050892	chr17	22136915
chr13	63050893	chr17	22135627
chr13	63050893	chr17	22135638
chr13	63050893	chr17	22135638
chr13	63050893	chr17	22135641
chr13	63050893	chr17	22135654
chr13	63050893	chr17	22135675
chr13	63050893	chr17	22135709
chr13	63050893	chr17	22135712
chr13	63050893	chr17	22136516
chr13	63050893	chr17	22136596
chr13	63050893	chr17	22136687
chr13	63050894	chr17	22136502
chr13	63050894	chr17	22136503
chr13	63050895	chr17	22136540
chr13	63050896	chr17	22135230
chr13	63050896	chr17	22136261
chr13	63050896	chr17	22136521
chr13	63050896	chr2	173024206
chr13	63050897	chr17	22135705
chr13	63050897	chr5	174456069
chr13	63050898	chr17	22135647
chr13	63050901	chr17	22136494
chr13	63050901	chr17	22136675
chr13	63050903	chr17	22135711
chr13	63050905	chr17	22135631
chr13	63050905	chr17	22136421
chr13	63050906	chr17	22135626
chr13	63050907	chr17	22136577
chr13	63050908	chr17	22136499
chr13	63050908	chr17	22136514
chr13	63050908	chr17	22136523
chr13	63050909	chr17	22136602
chr13	63050909	chr17	22136721
chr13	63050914	chr17	22135633
chr13	63050914	chr17	22135678
chr13	63050914	chr17	22136506
chr13	63050914	chr17	22136532
chr13	63050916	chr2	130781029
chr13	63050917	chr17	22135671
chr13	63050918	chr17	22136541
chr13	63050920	chr17	22135675
chr13	63050920	chr17	22135686
chr13	63050920	chr17	22136274
chr13	63050921	chr17	22135675
chr13	63050922	chr17	22135650
chr13	63050922	chr17	22135658
chr13	63050922	chr17	22135694
chr13	63050922	chr17	22136426
chr13	63050923	chr17	22136908
chr13	63050925	chr17	22135633
chr13	63050926	chr17	22135713
chr13	63050927	chr4	112493953
chr13	63050928	chr4	112493953
chr13	63050929	chr17	22136589
chr13	63050931	chr17	22135642
chr13	63050932	chr17	22136523
chr13	63050933	chr17	22135659
chr13	63050962	chr17	22135654
chr13	63050963	chr17	22135621
chr13	63050963	chr17	22135627
chr13	63050963	chr17	22135641
chr13	63050963	chr17	22135644
chr13	63050963	chr17	22135660
chr13	63050963	chr17	22135674
chr13	63050963	chr17	22135683
chr13	63050963	chr17	22135707
chr13	63050963	chr17	22136504
chr13	63050963	chr17	22136519
chr13	63050963	chr17	22136521
chr13	63050963	chr17	22136523
chr13	63050963	chr17	22136524
chr13	63050963	chr17	22136543
chr13	63050963	chr17	22136547
chr13	63050963	chr17	22136555
chr13	63050963	chr17	22136589
chr13	63050963	chr17	22136596
chr13	63050963	chr17	22136629
chr13	63050964	chr17	22135682
chr13	63050964	chr17	22136525
chr13	63050968	chr17	22136694
chr13	63051140	chr17	22136437
chr13	63051143	chr17	22136647
chr13	63051641	chr17	22135686
chr13	63051642	chr17	22134680
chr13	63051643	chr17	22135707
chr13	63051653	chr17	22135260
chr13	63051653	chr17	22135627
chr13	63051657	chr17	22135227
chr13	63051657	chr17	22135707
chr13	63051658	chr17	22134783
chr13	63051665	chr17	22135691
chr13	63051670	chr17	22135657
chr13	63051694	chr2	25998932
chr13	63052053	chr4	147201951
chr13	63052136	chr20	47431796
chr13	63052505	chr17	22133942
chr13	63052505	chr17	22134794
chr13	63052505	chr17	22134807
chr13	63052506	chr17	22134029
chr13	63052506	chr17	22135303
chr13	63052507	chr17	22135268
chr13	63052508	chr17	22134125
chr13	63052508	chr17	22134161
chr13	63052509	chr17	22133977
chr13	63052509	chr17	22135108
chr13	63052510	chr17	22133742
chr13	63052510	chr17	22134139
chr13	63052513	chr17	22134934
chr13	63052514	chr17	22134023
chr13	63052516	chr17	22134058
chr13	63052516	chr17	22134070
chr13	63052516	chr17	22134756
chr13	63052521	chr17	22134138
chr13	63052522	chr17	22134069
chr13	63052523	chr17	22134101
chr13	63052524	chr17	22135214
chr13	63052525	chr17	22134795
chr13	63052526	chr17	22134134
chr13	63052527	chr17	22134069
chr13	63052528	chr17	22134805
chr13	63052529	chr17	22134138
chr13	63052529	chr17	22134209
chr13	63052529	chr17	22135292
chr13	63052531	chr17	22134177
chr13	63052532	chr17	22134003
chr13	63052532	chr17	22134055
chr13	63052533	chr17	22134150
chr13	63052534	chr17	22135123
chr13	63052536	chr17	22133943
chr13	63052540	chr17	22133991
chr13	63052540	chr17	22135242
chr13	63052541	chr17	22134166
chr13	63052542	chr17	22134187
chr13	63052543	chr17	22133979
chr13	63052543	chr17	22135232
chr13	63052546	chr17	22134209
chr13	63052547	chr17	22134163
chr13	63052548	chr17	22135106
chr13	63052549	chr17	22135110
chr13	63052549	chr17	22135217
chr13	63052550	chr17	22133719
chr13	63052550	chr17	22133989
chr13	63052553	chr17	22134009
chr13	63052554	chr17	22134720
chr13	63052556	chr17	22134151
chr13	63052558	chr17	22134209
chr13	63052559	chr17	22134742
chr13	63052560	chr17	22134213
chr13	63052602	chr17	22134136
chr13	63052608	chr17	22133741
chr13	63052609	chr17	22134009
chr13	63052609	chr17	22134069
chr13	63052609	chr17	22134070
chr13	63052609	chr17	22134664
chr13	63052609	chr17	22135065
chr13	63052610	chr7	152119862
chr13	63052611	chr17	22134153
chr13	63052612	chr17	22134126
chr13	63052633	chr17	22133620
chr13	63052684	chr17	22135175
chr13	63052685	chr17	22134193
chr13	63052689	chr17	22133731
chr13	63052690	chr17	22134120
chr13	63052705	chr17	22133469
chr13	63052705	chr17	22135110
chr13	63052750	chr2	132606590
chr13	63053171	chr17	22133426
chr13	63053171	chr17	22133430
chr13	63053171	chr17	22133573
chr13	63053171	chr17	22133579
chr13	63053171	chr17	22134169
chr13	63053172	chr17	22133432
chr13	63053174	chr17	22133411
chr13	63053174	chr17	22133423
chr13	63053174	chr17	22133541
chr13	63053174	chr17	22134195
chr13	63053174	chr17	22134209
chr13	63053175	chr17	22133413
chr13	63053175	chr17	22134212
chr13	63053176	chr17	22134164
chr13	63053176	chr17	22134203
chr13	63053177	chr17	22133397
chr13	63053181	chr17	22133405
chr13	63053183	chr17	22133403
chr13	63053185	chr17	22134151
chr13	63053187	chr17	22133436
chr13	63053187	chr17	22133991
chr13	63053187	chr17	22134205
chr13	63053187	chr17	22134648
chr13	63053188	chr17	22133939
chr13	63053189	chr17	22133166
chr13	63053190	chr17	22133413
chr13	63053190	chr17	22133529
chr13	63053191	chr17	22133471
chr13	63053192	chr17	22133404
chr13	63053195	chr17	22133520
chr13	63053197	chr17	22134184
chr13	63053199	chr17	22133494
chr13	63053200	chr17	22133523
chr13	63053201	chr17	22133539
chr13	63053202	chr17	22133501
chr13	63053202	chr17	22133530
chr13	63053203	chr17	22133529
chr13	63053203	chr17	22133550
chr13	63053204	chr17	22133400
chr13	63053204	chr17	22134212
chr13	63053205	chr17	22133163
chr13	63053206	chr17	22133523
chr13	63053207	chr17	22133135
chr13	63053208	chr17	22133441
chr13	63053208	chr17	22133533
chr13	63053211	chr17	22133419
chr13	63053212	chr17	22133157
chr13	63053213	chr17	22133498
chr13	63053213	chr17	22134117
chr13	63053213	chr17	22134719
chr13	63053214	chr17	22134111
chr13	63053214	chr17	22134212
