query_name	ref_name	seq_len	start_spos	end_spos	start_rpos	end_rpos	is_reverse	is_primary
9a6d5f6b9489f8371db4366dd98ed805	gi|310698439|ref|NC_001526.2|	227	325	551	3433	3659	False	False
27f3a480fd22ad4bf98b5cd450260f49	14	917	458	916	68683565	68684023	True	True
27f3a480fd22ad4bf98b5cd450260f49	gi|310698439|ref|NC_001526.2|	462	0	461	3517	3978	True	False
5dd04265b59babb4da7c6827b20de278	14	525	0	326	68741368	68741694	False	True
5dd04265b59babb4da7c6827b20de278	gi|310698439|ref|NC_001526.2|	200	325	524	3433	3632	False	False
8428333e97a8f19ecd08814ee2a88466	14	902	443	901	68683565	68684023	True	True
8428333e97a8f19ecd08814ee2a88466	gi|310698439|ref|NC_001526.2|	447	0	446	3532	3978	True	False
8b1b354f2e4c8ee71475713d4f485eca	14	889	430	888	68683565	68684023	True	True
8b1b354f2e4c8ee71475713d4f485eca	gi|310698439|ref|NC_001526.2|	434	0	433	3545	3978	True	False
fd846a8084830f357bafa8cc82fc85fe	14	477	0	326	68741368	68741694	False	True
fd846a8084830f357bafa8cc82fc85fe	gi|310698439|ref|NC_001526.2|	152	325	476	3433	3584	False	False
d827ce3e49fc963533664a9b4a399423	14	881	422	880	68683565	68684023	True	True
d827ce3e49fc963533664a9b4a399423	gi|310698439|ref|NC_001526.2|	426	0	425	3553	3978	True	False
a0697388ed0f8f0961357b247352227b	14	874	415	873	68683565	68684023	True	True
a0697388ed0f8f0961357b247352227b	gi|310698439|ref|NC_001526.2|	419	0	418	3560	3978	True	False
e8ac513a9670d096a986631681aa1629	14	877	418	876	68683565	68684023	True	True
e8ac513a9670d096a986631681aa1629	gi|310698439|ref|NC_001526.2|	422	0	421	3557	3978	True	False
ef18560ae2da35e175add73827db6d89	14	440	0	326	68741368	68741694	False	True
ef18560ae2da35e175add73827db6d89	gi|310698439|ref|NC_001526.2|	115	325	439	3433	3547	False	False
88c0072f42f6ea6a15189eaabb860592	14	802	343	801	68683565	68684023	True	True
88c0072f42f6ea6a15189eaabb860592	gi|310698439|ref|NC_001526.2|	347	0	346	3632	3978	True	False
52abc7ba5d75ccb81e82c1a139a86d40	14	797	338	796	68683565	68684023	True	True
52abc7ba5d75ccb81e82c1a139a86d40	gi|310698439|ref|NC_001526.2|	342	0	341	3637	3978	True	False
2acf14be991b81df14470d7be0b84e10	14	418	0	326	68741368	68741694	False	True
2acf14be991b81df14470d7be0b84e10	gi|310698439|ref|NC_001526.2|	93	325	417	3433	3525	False	False
61d4f4f18b92ddeff5e2840f0ec0833f	14	748	289	747	68683565	68684023	True	True
61d4f4f18b92ddeff5e2840f0ec0833f	gi|310698439|ref|NC_001526.2|	293	0	292	3686	3978	True	False
815e765ee425c70e9edfa3af5f25084f	14	738	279	737	68683565	68684023	True	True
815e765ee425c70e9edfa3af5f25084f	gi|310698439|ref|NC_001526.2|	283	0	282	3696	3978	True	False
0b75e936b47d336678cdb0f97d84a764	14	735	276	734	68683565	68684023	True	True
0b75e936b47d336678cdb0f97d84a764	gi|310698439|ref|NC_001526.2|	280	0	279	3699	3978	True	False
a97e709f03ef0bdb264ddd783fe3e16a	14	387	0	326	68741368	68741694	False	True
a97e709f03ef0bdb264ddd783fe3e16a	gi|310698439|ref|NC_001526.2|	62	325	386	3433	3494	False	False
9d683c1793300f41e0862ed1a46102fb	14	727	268	726	68683565	68684023	True	True
9d683c1793300f41e0862ed1a46102fb	gi|310698439|ref|NC_001526.2|	272	0	271	3707	3978	True	False
fcee5b52c4adef7224ae335b7dfe992f	14	382	0	326	68741368	68741694	False	True
fcee5b52c4adef7224ae335b7dfe992f	gi|310698439|ref|NC_001526.2|	57	325	381	3433	3489	False	False
af52b95d53aa82ebba827a6bcbae1d38	14	534	75	533	68683565	68684023	True	True
af52b95d53aa82ebba827a6bcbae1d38	gi|310698439|ref|NC_001526.2|	79	0	78	3900	3978	True	False
faa2a68885c10c6e10c31bc060d9b579	14	377	0	326	68741368	68741694	False	True
faa2a68885c10c6e10c31bc060d9b579	gi|310698439|ref|NC_001526.2|	52	325	376	3433	3484	False	False
c87d17210a7470f8ebda8ed54955eb0e	14	510	51	509	68683565	68684023	True	True
c87d17210a7470f8ebda8ed54955eb0e	gi|310698439|ref|NC_001526.2|	55	0	54	3924	3978	True	False
b53d408ecae5eebe7ac8fb763100d010	14	515	56	514	68683565	68684023	True	True
b53d408ecae5eebe7ac8fb763100d010	gi|310698439|ref|NC_001526.2|	60	0	59	3919	3978	True	False
fabe724b5fd1ab62993e5126c034a71a	14	512	53	511	68683565	68684023	True	True
fabe724b5fd1ab62993e5126c034a71a	gi|310698439|ref|NC_001526.2|	57	0	56	3922	3978	True	False
369fdb73fbd82683fa9615326cf4cd9d	14	497	38	496	68683565	68684023	True	True
369fdb73fbd82683fa9615326cf4cd9d	gi|310698439|ref|NC_001526.2|	42	0	41	3937	3978	True	False
efb67fb7757fcd2f78e2af47ec39173d	14	126	0	103	68741591	68741694	True	True
42c39888af1387d8c8d2b06165b87c5b	gi|310698439|ref|NC_001526.2|	1366	102	1365	3433	4697	True	True
42c39888af1387d8c8d2b06165b87c5b	14	104	0	103	68741591	68741694	True	False
e8a59daa4836194fea4b56248da03c6c	14	1579	655	1578	68683565	68684488	True	True
e8a59daa4836194fea4b56248da03c6c	gi|310698439|ref|NC_001526.2|	659	0	658	3320	3978	True	False
2617b4d3cfa5316269627c8ee5224a96	14	1568	644	1567	68683565	68684488	True	True
2617b4d3cfa5316269627c8ee5224a96	gi|310698439|ref|NC_001526.2|	546	102	647	3433	3978	True	False
2617b4d3cfa5316269627c8ee5224a96	14	104	0	103	68741591	68741694	True	False
f9dae0123ded5780f7b5ecdcecd1420d	14	1200	276	1199	68683565	68684488	True	True
f9dae0123ded5780f7b5ecdcecd1420d	gi|310698439|ref|NC_001526.2|	280	0	279	3699	3978	True	False
aac40320e98d447672b12a354c1920f8	14	1190	266	1189	68683565	68684488	True	True
aac40320e98d447672b12a354c1920f8	gi|310698439|ref|NC_001526.2|	270	0	269	3709	3978	True	False
2bac7d17707377f495b530f91a27f4ab	14	1175	251	1174	68683565	68684488	True	True
2bac7d17707377f495b530f91a27f4ab	gi|310698439|ref|NC_001526.2|	255	0	254	3724	3978	True	False
0695a18373f6697af7cc58ae2da9e834	14	999	75	998	68683565	68684488	True	True
0695a18373f6697af7cc58ae2da9e834	gi|310698439|ref|NC_001526.2|	79	0	78	3900	3978	True	False
e83bba8d669d5df4c80353efc2f93452	14	983	59	982	68683565	68684488	True	True
e83bba8d669d5df4c80353efc2f93452	gi|310698439|ref|NC_001526.2|	63	0	62	3916	3978	True	False
d124db11454f6f09c3eda12931d48ea7	14	975	51	974	68683565	68684488	True	True
d124db11454f6f09c3eda12931d48ea7	gi|310698439|ref|NC_001526.2|	55	0	54	3924	3978	True	False
bbb1e8b61d9e73909191eba6d22ab05f	14	974	50	973	68683565	68684488	True	True
bbb1e8b61d9e73909191eba6d22ab05f	gi|310698439|ref|NC_001526.2|	54	0	53	3925	3978	True	False
add15db2707fade90c9c159cc2a17bbc	14	345	0	322	68741372	68741694	True	True
4d87df6187e941f67a21ff276c6b9c86	gi|310698439|ref|NC_001526.2|	2016	0	1095	2883	3978	False	True
4d87df6187e941f67a21ff276c6b9c86	14	924	1092	2015	68683565	68684488	False	False
36e4c000cad0cfc9766271b6af7da8ca	14	1539	615	1538	68683565	68684488	True	True
36e4c000cad0cfc9766271b6af7da8ca	gi|310698439|ref|NC_001526.2|	619	0	618	3360	3978	True	False
9556fe4e6d9028d856b821ba5035b0c9	14	1495	571	1494	68683565	68684488	True	True
9556fe4e6d9028d856b821ba5035b0c9	gi|310698439|ref|NC_001526.2|	575	0	574	3404	3978	True	False
9ba716e7b4c349469d8b9e0fd96b6849	14	1787	863	1786	68683565	68684488	True	True
9ba716e7b4c349469d8b9e0fd96b6849	gi|310698439|ref|NC_001526.2|	546	321	866	3433	3978	True	False
9ba716e7b4c349469d8b9e0fd96b6849	14	323	0	322	68741372	68741694	True	False
7e0d59cd7d5a6bc9a873cbf9264676a5	14	1466	542	1465	68683565	68684488	True	True
7e0d59cd7d5a6bc9a873cbf9264676a5	gi|310698439|ref|NC_001526.2|	546	0	545	3433	3978	True	False
1d6ad966f9938e0d63ffa26dce0092ed	14	1444	520	1443	68683565	68684488	True	True
1d6ad966f9938e0d63ffa26dce0092ed	gi|310698439|ref|NC_001526.2|	524	0	523	3455	3978	True	False
8efe955cd06466db0ce118ebeaccf49c	14	1436	512	1435	68683565	68684488	True	True
8efe955cd06466db0ce118ebeaccf49c	gi|310698439|ref|NC_001526.2|	516	0	515	3463	3978	True	False
f71cd0800bed43e119f38197b4826e65	14	1409	485	1408	68683565	68684488	True	True
f71cd0800bed43e119f38197b4826e65	gi|310698439|ref|NC_001526.2|	489	0	488	3490	3978	True	False
67af67762fcb2a9595517f3cb8e6ee9f	14	1422	498	1421	68683565	68684488	True	True
67af67762fcb2a9595517f3cb8e6ee9f	gi|310698439|ref|NC_001526.2|	502	0	501	3477	3978	True	False
e18e45d0825104e4f5b481519031f062	14	1417	493	1416	68683565	68684488	True	True
e18e45d0825104e4f5b481519031f062	gi|310698439|ref|NC_001526.2|	497	0	496	3482	3978	True	False
37dd08e452cfb33016294459a5c9211d	14	1424	500	1423	68683565	68684488	True	True
37dd08e452cfb33016294459a5c9211d	gi|310698439|ref|NC_001526.2|	504	0	503	3475	3978	True	False
1f4244d1ad7fe12a22c948cbf2460e40	14	1402	478	1401	68683565	68684488	True	True
1f4244d1ad7fe12a22c948cbf2460e40	gi|310698439|ref|NC_001526.2|	482	0	481	3497	3978	True	False
0483b3f7dad8ab620a5fff5ab68b66dd	14	1395	471	1394	68683565	68684488	True	True
0483b3f7dad8ab620a5fff5ab68b66dd	gi|310698439|ref|NC_001526.2|	475	0	474	3504	3978	True	False
494b39e504c5bddb8c8404844c090f96	14	1386	462	1385	68683565	68684488	True	True
494b39e504c5bddb8c8404844c090f96	gi|310698439|ref|NC_001526.2|	466	0	465	3513	3978	True	False
48df6263bb9cc5ece6217514f53a4e76	14	1382	458	1381	68683565	68684488	True	True
48df6263bb9cc5ece6217514f53a4e76	gi|310698439|ref|NC_001526.2|	462	0	461	3517	3978	True	False
f9086929b54538d74a70c9d4bc7aaaf7	14	1367	443	1366	68683565	68684488	True	True
f9086929b54538d74a70c9d4bc7aaaf7	gi|310698439|ref|NC_001526.2|	447	0	446	3532	3978	True	False
a233452b276f470871ac3d3b21520b93	14	1346	422	1345	68683565	68684488	True	True
a233452b276f470871ac3d3b21520b93	gi|310698439|ref|NC_001526.2|	426	0	425	3553	3978	True	False
a2e4a28a5491ea966d502259c3d16b8f	14	1333	409	1332	68683565	68684488	True	True
a2e4a28a5491ea966d502259c3d16b8f	gi|310698439|ref|NC_001526.2|	413	0	412	3566	3978	True	False
b5f5069b71677b51065ea80728ebba1f	14	1254	330	1253	68683565	68684488	True	True
b5f5069b71677b51065ea80728ebba1f	gi|310698439|ref|NC_001526.2|	334	0	333	3645	3978	True	False
82aace3de3f97d8094889f7d9a84dfd5	14	1200	276	1199	68683565	68684488	True	True
82aace3de3f97d8094889f7d9a84dfd5	gi|310698439|ref|NC_001526.2|	280	0	279	3699	3978	True	False
99ba39ec00fb7e153c3d786cd96e5fbc	14	1190	266	1189	68683565	68684488	True	True
99ba39ec00fb7e153c3d786cd96e5fbc	gi|310698439|ref|NC_001526.2|	270	0	269	3709	3978	True	False
ada25a69f144da436598c2469ba1cbb6	14	1175	251	1174	68683565	68684488	True	True
ada25a69f144da436598c2469ba1cbb6	gi|310698439|ref|NC_001526.2|	255	0	254	3724	3978	True	False
1b328810facdf7410d44b3d1717991e3	14	975	51	974	68683565	68684488	True	True
1b328810facdf7410d44b3d1717991e3	gi|310698439|ref|NC_001526.2|	55	0	54	3924	3978	True	False
ee4ed514df3bc33eb3543364b702ab88	14	974	50	973	68683565	68684488	True	True
ee4ed514df3bc33eb3543364b702ab88	gi|310698439|ref|NC_001526.2|	54	0	53	3925	3978	True	False
5f0d65f8544f100d00f37967da861959	14	256	22	255	68683565	68683798	False	True
b136fc8985d20e3ce5c6487aebb1a157	14	2056	0	1105	68740589	68741694	False	True
b136fc8985d20e3ce5c6487aebb1a157	gi|310698439|ref|NC_001526.2|	952	1104	2055	3433	4385	False	False
09ba6f22a5d9fbe729cac9a7aaa56468	14	1880	0	1105	68740589	68741694	False	True
09ba6f22a5d9fbe729cac9a7aaa56468	gi|310698439|ref|NC_001526.2|	546	1104	1649	3433	3978	False	False
09ba6f22a5d9fbe729cac9a7aaa56468	14	234	1646	1879	68683565	68683798	False	False
d5e39e3b7a2fe0b896289057696f6e32	14	1330	0	768	68740926	68741694	True	True
d5e39e3b7a2fe0b896289057696f6e32	gi|310698439|ref|NC_001526.2|	563	767	1329	3433	3995	True	False
b11a587a020b5e47ad04517a11d49179	14	1669	0	1107	68740587	68741694	True	True
b11a587a020b5e47ad04517a11d49179	gi|310698439|ref|NC_001526.2|	563	1106	1668	3433	3995	True	False
e1717ae1f67f691081d76a76427181f8	gi|310698439|ref|NC_001526.2|	934	371	933	3433	3995	True	True
e1717ae1f67f691081d76a76427181f8	14	373	0	372	68741322	68741694	True	False
915aaa181608d49a481ef317dfa79cd0	gi|310698439|ref|NC_001526.2|	627	64	626	3433	3995	True	True
915aaa181608d49a481ef317dfa79cd0	14	66	0	65	68741629	68741694	True	False
bca99ee5dffb0ba41b4dc68f26334e9f	gi|310698439|ref|NC_001526.2|	138	63	137	3433	3507	False	True
bca99ee5dffb0ba41b4dc68f26334e9f	14	65	0	64	68741630	68741694	False	False
4cf0cc1effa60de479675789e0afbdd6	14	118	0	64	68741630	68741694	False	True
4cf0cc1effa60de479675789e0afbdd6	gi|310698439|ref|NC_001526.2|	55	63	117	3433	3487	False	False
179ecc33bde8feb76fb96c47a97ec40b	14	104	0	64	68741630	68741694	False	True
179ecc33bde8feb76fb96c47a97ec40b	gi|310698439|ref|NC_001526.2|	41	63	103	3433	3473	False	False
a4ecb3e2e0467fd9056a31252cc6a722	14	269	22	268	68683565	68683811	False	True
5c422fae6f582d3c896b3f8bf77de2c6	gi|310698439|ref|NC_001526.2|	608	64	607	3433	3976	True	True
5c422fae6f582d3c896b3f8bf77de2c6	14	66	0	65	68741629	68741694	True	False
5d3c345463f9a2ba37f0ae28fa6b6ee2	14	1210	0	667	68741027	68741694	True	True
5d3c345463f9a2ba37f0ae28fa6b6ee2	gi|310698439|ref|NC_001526.2|	544	666	1209	3433	3976	True	False
1ede35188f05b2eb0fb56acdcb755526	gi|310698439|ref|NC_001526.2|	1029	63	1028	3433	4399	False	True
1ede35188f05b2eb0fb56acdcb755526	14	65	0	64	68741630	68741694	False	False
d4e283d32ca3def19af549d69cc615dc	gi|310698439|ref|NC_001526.2|	852	63	608	3433	3978	False	True
d4e283d32ca3def19af549d69cc615dc	14	247	605	851	68683565	68683811	False	False
d4e283d32ca3def19af549d69cc615dc	14	65	0	64	68741630	68741694	False	False
bebdb18c7306b4eca809204b1be72b6a	gi|310698439|ref|NC_001526.2|	138	63	137	3433	3507	False	True
bebdb18c7306b4eca809204b1be72b6a	14	65	0	64	68741630	68741694	False	False
977714790eb8e7d31e97583afd2398b3	14	118	0	64	68741630	68741694	False	True
977714790eb8e7d31e97583afd2398b3	gi|310698439|ref|NC_001526.2|	55	63	117	3433	3487	False	False
ca75ccd802514436473cc3d074563b55	14	104	0	64	68741630	68741694	False	True
ca75ccd802514436473cc3d074563b55	gi|310698439|ref|NC_001526.2|	41	63	103	3433	3473	False	False
d3df2f72c713db4799d4d223cabe1406	gi|310698439|ref|NC_001526.2|	869	280	868	3433	4021	True	True
d3df2f72c713db4799d4d223cabe1406	14	282	0	281	68741413	68741694	True	False
0c5386ddd80ee1202c8fef3d6c2b4858	14	1264	0	676	68741018	68741694	True	True
0c5386ddd80ee1202c8fef3d6c2b4858	gi|310698439|ref|NC_001526.2|	589	675	1263	3433	4021	True	False
1ebd655b6a666d7439ecc4e101d482c1	gi|310698439|ref|NC_001526.2|	722	133	721	3433	4021	True	True
1ebd655b6a666d7439ecc4e101d482c1	14	135	0	134	68741560	68741694	True	False
f9d1555d01dfd4db8c7a00580ad6bad3	gi|310698439|ref|NC_001526.2|	674	85	673	3433	4021	True	True
f9d1555d01dfd4db8c7a00580ad6bad3	14	87	0	86	68741608	68741694	True	False
d1edaccc0b9042a6ecc9469427690a47	14	394	0	280	68741414	68741694	False	True
d1edaccc0b9042a6ecc9469427690a47	gi|310698439|ref|NC_001526.2|	115	279	393	3433	3547	False	False
6f45df413877cafdb1126ddfdc56191f	14	372	0	280	68741414	68741694	False	True
6f45df413877cafdb1126ddfdc56191f	gi|310698439|ref|NC_001526.2|	93	279	371	3433	3525	False	False
05407a56eb4300bdbe49c5ef96588b5f	14	341	0	280	68741414	68741694	False	True
05407a56eb4300bdbe49c5ef96588b5f	gi|310698439|ref|NC_001526.2|	62	279	340	3433	3494	False	False
ae1e46f04b905c2a37054981ae368a4a	14	336	0	280	68741414	68741694	False	True
ae1e46f04b905c2a37054981ae368a4a	gi|310698439|ref|NC_001526.2|	57	279	335	3433	3489	False	False
70726e793eff144cc0c5a64c22fcda54	14	331	0	280	68741414	68741694	False	True
70726e793eff144cc0c5a64c22fcda54	gi|310698439|ref|NC_001526.2|	52	279	330	3433	3484	False	False
5367bd368fbd352347097ad9852787e4	gi|310698439|ref|NC_001526.2|	449	0	445	2478	2923	False	True
67fc50464516f98de909706f5192466c	gi|310698439|ref|NC_001526.2|	115	0	34	882	916	False	True
bcf03cc17d955ea82ec1dbbacf1e44f3	gi|310698439|ref|NC_001526.2|	1313	0	654	262	916	False	True
bcf03cc17d955ea82ec1dbbacf1e44f3	14	602	711	1312	68699685	68700286	False	False
722853b18117e6b85251a241e9afc323	gi|310698439|ref|NC_001526.2|	828	0	654	262	916	False	True
722853b18117e6b85251a241e9afc323	14	117	711	827	68699685	68699801	False	False
a0993c887a81ae98befb6dc4428b6cfb	gi|310698439|ref|NC_001526.2|	206	0	125	791	916	False	True
52d7245427c165931657a78b7ed9f971	gi|310698439|ref|NC_001526.2|	249	0	216	7687	7904	True	True
2c34e27e1074a9da9013c182105b65fe	gi|310698439|ref|NC_001526.2|	1357	0	761	155	916	False	True
2c34e27e1074a9da9013c182105b65fe	14	539	818	1356	68699685	68700223	False	False
6541b0e9f9590c36b681718e9a9bb4a7	14	1020	481	1019	68699685	68700223	True	True
6541b0e9f9590c36b681718e9a9bb4a7	gi|310698439|ref|NC_001526.2|	425	0	424	492	916	True	False
673a150d1f1353d7b22f8ad7f19ab857	gi|310698439|ref|NC_001526.2|	930	0	761	155	916	False	True
673a150d1f1353d7b22f8ad7f19ab857	14	112	818	929	68699685	68699796	False	False
d35bc0e8e60c02245333129d006877f6	14	980	441	979	68699685	68700223	True	True
d35bc0e8e60c02245333129d006877f6	gi|310698439|ref|NC_001526.2|	385	0	384	532	916	True	False
710ec882e102831f60689e3c159585a9	gi|310698439|ref|NC_001526.2|	115	0	34	882	916	True	True
a08f215942de41511a88e2d4a59882b0	14	1661	682	1660	68699685	68700663	True	True
a08f215942de41511a88e2d4a59882b0	gi|310698439|ref|NC_001526.2|	626	0	625	291	916	True	False
b8c3823f19dbeaa08f33306496290ca4	gi|310698439|ref|NC_001526.2|	1300	0	625	291	916	False	True
b8c3823f19dbeaa08f33306496290ca4	14	618	682	1299	68699685	68700302	False	False
bbd04cdbe2c48fdb6fe662dff264742e	gi|310698439|ref|NC_001526.2|	1308	0	625	291	916	False	True
bbd04cdbe2c48fdb6fe662dff264742e	14	626	682	1307	68699685	68700310	False	False
ec8c34cfbc0f24282782a4f58b50db62	gi|310698439|ref|NC_001526.2|	1143	0	625	291	916	False	True
ec8c34cfbc0f24282782a4f58b50db62	14	461	682	1142	68699685	68700145	False	False
e0fa1c334df3352963102a706a1cee87	gi|310698439|ref|NC_001526.2|	1110	0	625	291	916	False	True
e0fa1c334df3352963102a706a1cee87	14	428	682	1109	68699685	68700112	False	False
91a0560b90ffb90ea09006cf96757858	gi|310698439|ref|NC_001526.2|	1055	0	625	291	916	False	True
91a0560b90ffb90ea09006cf96757858	14	373	682	1054	68699685	68700057	False	False
53da9e9042e664e7eab1a9f6a7cd4273	gi|310698439|ref|NC_001526.2|	933	0	625	291	916	False	True
53da9e9042e664e7eab1a9f6a7cd4273	14	251	682	932	68699685	68699935	False	False
975b7698e3fab00938d4fe2c54df6659	gi|310698439|ref|NC_001526.2|	818	0	625	291	916	False	True
